generation_technology	investment_period	g_overnight_cost	g_fixed_o_m
carboelectric_coal	2020			1899399			36463
carboelectric_coal	2025			1899399			36463
gas_turbine_diesel	2020			1085000			20058
gas_turbine_diesel	2025			1085000			20058
